Original Name,Cleaned Name,Normalized (OLD),Normalized (NEW),Match OLD,Match NEW,Type OLD,Type NEW,Matched OLD,Matched NEW,Improvement,Partial Match,Custom Similarity Score,Jaro-Winkler Score,Partial Matched Name,Partial Match Type
Star_Sabre_Enhanced_Version,Star_Sabre_Enhanced_Version,starsabreenhancedversion,Star_Sabre_Enhanced_Version,0,0,,,,,SAME,1,0.23863636363636362,0.875,Star Sabre,main
Sub Hunter (2011)(Psytronik Software),Sub Hunter,subhunter,Sub Hunter,1,1,main,main,Sub Hunter,Sub Hunter,SAME,0,,,,
Sudoku (2008)(Cronosoft),Sudoku,sudoku,Sudoku,1,1,main,main,Sudoku,Sudoku,SAME,0,,,,
Super Edge Grinder (2012)(Format War),Super Edge Grinder,superedgegrinder,Super Edge Grinder,0,0,,,,,SAME,1,0.3053571428571429,0.8402777777777778,Super Tripper,main
Super Retro Robot Rampage,Super Retro Robot Rampage,superretrorobotrampage,Super Retro Robot Rampage,0,0,,,,,SAME,1,0.23636363636363633,0.6515151515151515,Super League,main
Superpix (2014)(Crack'n'Rom)(Side A)[f],Superpix,superpix,Superpix,1,1,main,main,Superpix,Superpix,SAME,0,,,,
Superpix (2014)(Crack'n'Rom)(Side B)[f],Superpix,superpix,Superpix,1,1,main,main,Superpix,Superpix,SAME,0,,,,
Teodoro No Sabe Volar (2012)(Retroworks)(M2),Teodoro No Sabe Volar,teodoronosabevolar,Teodoro No Sabe Volar,1,0,main,,Teodoro no sabe volar,,WORSE,1,1.0,1.0,Teodoro no sabe volar,main
Top Top (2018)(cpcretrodev.byterealms)(es)[cr],Top Top,toptop,Top Top,0,0,,,,,SAME,1,0.25,0.6666666666666666,Top Gun,main
Top Top (2018)(cpcretrodev.byterealms)[cr],Top Top,toptop,Top Top,0,0,,,,,SAME,1,0.25,0.6666666666666666,Top Gun,main
Totems (2012)(ESP Soft)(es),Totems,totems,Totems,0,0,,,,,SAME,1,0.25,0.6944444444444443,Tetris,main
Tower Of Despair (2016)(ESP Soft),Tower Of Despair,towerofdespair,Tower Of Despair,0,0,,,,,SAME,1,0.2297142857142857,0.6829004329004329,Turbo Esprit,main
Viaje Al Centro De La Tierra (1989)(Topo Soft)(es),Viaje Al Centro De La Tierra,viajealcentrodelatierra,Viaje Al Centro De La Tierra,1,0,main,,Viaje al Centro de la Tierra,,WORSE,1,1.0,1.0,Viaje al Centro de la Tierra,main
Zaxon (F) (1994) (PD),Zaxon,zaxon,Zaxon,0,0,,,,,SAME,1,0.35151515151515156,0.8577777777777779,Zarkon,main
Zombi Terror Reloaded (2016)(Bitzarro Games)(fr),Zombi Terror Reloaded,zombiterrorreloaded,Zombi Terror Reloaded,1,1,main,main,Zombi Terror: Reloaded,Zombi Terror: Reloaded,SAME,0,,,,
Zombi Terror Reloaded (2016)(Bitzarro Games)(es),Zombi Terror Reloaded,zombiterrorreloaded,Zombi Terror Reloaded,1,1,main,main,Zombi Terror: Reloaded,Zombi Terror: Reloaded,SAME,0,,,,
Zombi Terror Reloaded (2016)(Bitzarro Games),Zombi Terror Reloaded,zombiterrorreloaded,Zombi Terror Reloaded,1,1,main,main,Zombi Terror: Reloaded,Zombi Terror: Reloaded,SAME,0,,,,
Gates To Heaven,Gates To Heaven,gatestoheaven,Gates To Heaven,0,0,,,,,SAME,1,0.36346153846153845,0.9020979020979021,Gates to Hell,main
Ghostship Delgado (Tony KINGSMILL),Ghostship Delgado,ghostshipdelgado,Ghostship Delgado,0,0,,,,,SAME,1,0.24903846153846154,0.835,Ghost House,main
"Grenades Conquest, The","Grenades Conquest, The",grenadesconquest,Grenades Conquest The,0,0,,,,,SAME,1,0.2777777777777778,0.8196969696969698,The Great Escape,main
Hey Sailor,Hey Sailor,heysailor,Hey Sailor,0,0,,,,,SAME,1,0.24888888888888888,0.762962962962963,Heliot,main
Hypernoid Zero,Hypernoid Zero,hypernoidzero,Hypernoid Zero,0,0,,,,,SAME,1,0.26030769230769235,0.6356837606837606,Hopper Copper,main
Imaginario Colectivo (ESP Soft),Imaginario Colectivo,imaginariocolectivo,Imaginario Colectivo,1,1,main,main,Imaginario Colectivo,Imaginario Colectivo,SAME,0,,,,
Jet Paco,Jet Paco,jetpaco,Jet Paco,0,0,,,,,SAME,1,0.25757575757575757,0.8217171717171717,Jet-Boot Jack,main
Karatian,Karatian,karatian,Karatian,0,0,,,,,SAME,1,0.35,0.9,Karateka,main
"Key Eng, The","Key Eng, The",keyeng,Key Eng The,0,0,,,,,SAME,1,0.3,0.8833333333333334,The key,main
"Key, The (Pakete Soft)","Key, The",key,Key The,1,0,main,,The key,,WORSE,1,1.0,1.0,The key,main
Laser Boy,Laser Boy,laserboy,Laser Boy,1,1,main,main,Laser Boy,Laser Boy,SAME,0,,,,
Legend of Steel,Legend of Steel,legendofsteel,Legend of Steel,1,1,main,main,Legend of Steel,Legend of Steel,SAME,0,,,,
Leon Marchand's Olympic Challenge (Praline),Leon Marchand's Olympic Challenge,leonmarchandsolympicchallenge,Leon Marchand s Olympic Challenge,0,0,,,,,SAME,1,0.2463949843260188,0.5704980842911878,League Challenge,main
Ludic Break The Loop (cpcretrodev.byterealms),Ludic Break The Loop,ludicbreaktheloop,Ludic Break The Loop,0,0,,,,,SAME,1,0.23212669683257917,0.770343137254902,Liberator,main
Man Pac,Man Pac,manpac,Man Pac,0,0,,,,,SAME,1,0.27032967032967037,0.8222222222222222,Manager,main
"Mandarin, The","Mandarin, The",mandarin,Mandarin The,0,0,,,,,SAME,1,0.4601307189542484,0.9777777777777777,The Mandarin II,main
Midnight Streets (GGP),Midnight Streets,midnightstreets,Midnight Streets,0,0,,,,,SAME,1,0.3,0.8993650793650794,Midnight Resistance,main
Monster Mayhem (Mananuk),Monster Mayhem,monstermayhem,Monster Mayhem,0,0,,,,,SAME,1,0.28620689655172415,0.8509615384615385,Monsters of Murdac,main
Moritz The Striker,Moritz The Striker,moritzthestriker,Moritz The Striker,0,0,,,,,SAME,1,0.3,0.8341666666666666,Morris Meets the Bikers,main
Mystery Isles (Oz Realms),Mystery Isles,mysteryisles,Mystery Isles,0,0,,,,,SAME,1,0.3142857142857143,0.8716666666666667,Mystery of the Nile,main
Nanako In Classic Japanese Monster Castle,Nanako In Classic Japanese Monster Castle,nanakoinclassicjapanesemonstercastle,Nanako In Classic Japanese Monster Castle,1,0,main,,Nanako in classic Japanese Monster Castle,,WORSE,1,1.0,1.0,Nanako in classic Japanese Monster Castle,main
OPQA vs QAOP - The Final Battle (cpcretrodev.byterealms),OPQA vs QAOP - The Final Battle,opqavsqaopthefinalbattle,OPQA vs QAOP The Final Battle,0,0,,,,,SAME,1,0.2,0.6785714285714285,Omega: Planète Invisible,main
Orcs Dungeon (cpcretrodev.byterealms) (Spain),Orcs Dungeon,orcsdungeon,Orcs Dungeon,0,0,,,,,SAME,1,0.20652173913043476,0.6262626262626263,Out Run Europa,main
Out Of This World (Boxsoft),Out Of This World,outofthisworld,Out Of This World,1,0,main,,Out of This World,,WORSE,1,1.0,1.0,Out of This World,main
Paleto Jones 2,Paleto Jones 2,paletojones2,Paleto Jones 2,0,0,,,,,SAME,1,0.2894736842105263,0.8321428571428573,Platoon,main
Paleto Jones,Paleto Jones,paletojones,Paleto Jones,0,0,,,,,SAME,1,0.3090909090909091,0.848051948051948,Platoon,main
Platformer Medley First Block,Platformer Medley First Block,platformermedleyfirstblock,Platformer Medley First Block,0,0,,,,,SAME,1,0.20093808630393997,0.6278943278943279,Plundered Hearts,main
Proton Smoke,Proton Smoke,protonsmoke,Proton Smoke,0,0,,,,,SAME,1,0.2409090909090909,0.6700336700336701,Protector,main
Puzzle Bobble,Puzzle Bobble,puzzlebobble,Puzzle Bobble,0,0,,,,,SAME,1,0.19298245614035087,0.6349206349206349,Puzznic,main
Rabenstein,Rabenstein,rabenstein,Rabenstein,0,0,,,,,SAME,1,0.3,0.6722222222222222,Rasputin,main
Ramiro el Vampiro IV,Ramiro el Vampiro IV,ramiroelvampiro4,Ramiro el Vampiro 4,0,0,,,,,SAME,1,0.22298387096774192,0.6972222222222223,Reversi Champion,main
Red Planet,Red Planet,redplanet,Red Planet,0,0,,,,,SAME,1,0.3854545454545455,0.8309764309764309,Rebel Planet,main
Rookie Thief,Rookie Thief,rookiethief,Rookie Thief,0,0,,,,,SAME,1,0.32085561497326204,0.9090909090909091,Rookie,main
Scramble,Scramble,scramble,Scramble,0,0,,,,,SAME,1,0.3153623188405797,0.9066666666666666,Scramble Spirits,main
SGT Helmet,SGT Helmet,sgthelmet,SGT Helmet,0,0,,,,,SAME,1,0.27090909090909093,0.7723484848484847,Steg the Slug,main
Shadow Hunter,Shadow Hunter,shadowhunter,Shadow Hunter,0,0,,,,,SAME,1,0.375,0.9,Shadow Dancer,main
Shinobu (cpcretrodev.byterealms),Shinobu,shinobu,Shinobu,0,0,,,,,SAME,1,0.4285714285714286,0.9428571428571428,Shinobi,main
Sir Ababol 2,Sir Ababol 2,sirababol2,Sir Ababol 2,0,0,,,,,SAME,1,0.4642105263157895,0.98,Sir Ababol,main
Sokoban Within,Sokoban Within,sokobanwithin,Sokoban Within,0,0,,,,,SAME,1,0.2336363636363636,0.6400284900284899,Sooty's Fun With Numbers,main
Spaceman Kerl on a Rescue Mission,Spaceman Kerl on a Rescue Mission,spacemankerlonarescuemission,Spaceman Kerl on a Rescue Mission,0,0,,,,,SAME,1,0.26571428571428574,0.6634920634920635,Space Mission,main
Super Retro Robot Rampage (cpcretrodev.byterealms) (Spain),Super Retro Robot Rampage,superretrorobotrampage,Super Retro Robot Rampage,0,0,,,,,SAME,1,0.23636363636363633,0.6515151515151515,Super League,main
Super Retro Robot Rampage,Super Retro Robot Rampage,superretrorobotrampage,Super Retro Robot Rampage,0,0,,,,,SAME,1,0.23636363636363633,0.6515151515151515,Super League,main
Survive The Week (cpcretrodev.byterealms) (Spain),Survive The Week,survivetheweek,Survive The Week,0,0,,,,,SAME,1,0.275,0.7364285714285714,Street Hawk,main
Wireware (cpcretrodev.byterealms),Wireware,wireware,Wireware,0,0,,,,,SAME,1,0.31999999999999995,0.7822222222222223,Wizard Warz,main
"World War Simulator Part II, The (Retrobytes Productions) (Spain)","World War Simulator Part II, The",worldwarsimulatorpart2,World War Simulator Part 2 The,0,0,,,,,SAME,1,0.2846153846153846,0.6771072065189712,Werewolf Simulator,main
Zaxon,Zaxon,zaxon,Zaxon,0,0,,,,,SAME,1,0.35151515151515156,0.8577777777777779,Zarkon,main
"Adventures of Zebedee Gonig, The (Europe)","Adventures of Zebedee Gonig, The",adventuresofzebedeegonig,Adventures of Zebedee Gonig The,0,0,,,,,SAME,1,0.29539007092198577,0.859963768115942,The Adventures of Timothy Gunn,main
Aligator (France) (Unl),Aligator,aligator,Aligator,1,1,main,main,Aligator,Aligator,SAME,0,,,,
Ant Attack (Europe) (Unl),Ant Attack,antattack,Ant Attack,1,1,main,main,Ant Attack,Ant Attack,SAME,0,,,,
Area 51 (Europe) (Unl),Area 51,area51,Area 51,1,1,main,main,Area 51,Area 51,SAME,0,,,,
"Assassins Guild, The (Europe)","Assassins Guild, The",assassinsguild,Assassins Guild The,1,0,main,,The Assassins Guild,,WORSE,1,1.0,1.0,The Assassins Guild,main
Atlantida 3000 (Spain),Atlantida 3000,atlantida3000,Atlantida 3000,1,1,main,main,Atlantida 3000,Atlantida 3000,SAME,0,,,,
Barrio Peligroso (Spain),Barrio Peligroso,barriopeligroso,Barrio Peligroso,1,1,main,main,Barrio Peligroso,Barrio Peligroso,SAME,0,,,,
"Big Top, The (Europe)","Big Top, The",bigtop,Big Top The,1,0,main,,The Big Top,,WORSE,1,1.0,1.0,The Big Top,main
Bo! (Germany) (Unl),Bo!,bo,Bo,0,0,,,,,SAME,1,0.3,0.8666666666666667,The Boss,main
Bob En El Polo (Spain),Bob En El Polo,bobenelpolo,Bob En El Polo,1,0,main,,Bob en el Polo,,WORSE,1,1.0,1.0,Bob en el Polo,main
Bodo Illgner's Super Soccer (Germany),Bodo Illgner's Super Soccer,bodoillgnerssupersoccer,Bodo Illgner s Super Soccer,0,0,,,,,SAME,1,0.27803203661327236,0.737257525083612,Big League Soccer,main
Boulder Dash 2 (France) (Unl),Boulder Dash 2,boulderdash2,Boulder Dash 2,1,1,main,main,Boulder Dash 2,Boulder Dash 2,SAME,0,,,,
Bouldeur (Europe) (Unl),Bouldeur,bouldeur,Bouldeur,1,1,main,main,Bouldeur,Bouldeur,SAME,0,,,,
Brawn Free - The Adventure Of Jonny Backwater (Europe),Brawn Free - The Adventure Of Jonny Backwater,brawnfreetheadventureofjonnybackwater,Brawn Free The Adventure Of Jonny Backwater,0,0,,,,,SAME,1,0.18486486486486486,0.5747486617051835,Black Sea: Treasure Hunters,main
Burbujo (Spain) (Unl),Burbujo,burbujo,Burbujo,1,1,main,main,Burbujo,Burbujo,SAME,0,,,,
Burger Time (France),Burger Time,burgertime,Burger Time,0,0,,,,,SAME,1,0.2623376623376623,0.5848484848484848,Buggy Ranger,main
Business Flight (France),Business Flight,businessflight,Business Flight,1,1,main,main,Business Flight,Business Flight,SAME,0,,,,
Cap Sur Dakar (France),Cap Sur Dakar,capsurdakar,Cap Sur Dakar,0,0,,,,,SAME,1,0.2492753623188406,0.7919191919191919,A Case of Murder,main
Caperuza (Spain),Caperuza,caperuza,Caperuza,0,0,,,,,SAME,1,0.2637362637362637,0.6816239316239318,Castle Dracula,main
"Case of the Obscene Mural, The (Encief Routines)","Case of the Obscene Mural, The",caseoftheobscenemural,Case of the Obscene Mural The,0,0,,,,,SAME,1,0.2492600422832981,0.8525541125541126,The Case of the Mixed-Up Shymer,main
"Case of the Obscene Mural, The (Europe)","Case of the Obscene Mural, The",caseoftheobscenemural,Case of the Obscene Mural The,0,0,,,,,SAME,1,0.2492600422832981,0.8525541125541126,The Case of the Mixed-Up Shymer,main
Castle Warlock (Europe),Castle Warlock,castlewarlock,Castle Warlock,0,0,,,,,SAME,1,0.2996923076923077,0.8564102564102564,Castle Master,main
Chad (Spain),Chad,chad,Chad,1,1,main,main,Chad,Chad,SAME,0,,,,
Cheops (Europe),Cheops,cheops,Cheops,1,1,main,main,Cheops,Cheops,SAME,0,,,,
City for Ransom (Wow Software),City for Ransom,cityforransom,City for Ransom,1,1,main,main,City for Ransom,City for Ransom,SAME,0,,,,
Color Lines (Europe)  (Unl),Color Lines,colorlines,Color Lines,0,0,,,,,SAME,1,0.32999999999999996,0.8514285714285714,Colony Nine,main
Countdown To Doom (Europe),Countdown To Doom,countdowntodoom,Countdown To Doom,1,0,main,,Countdown to Doom,,WORSE,1,1.0,1.0,Countdown to Doom,main
Crash! (Europe) (Unl),Crash!,crash,Crash,0,0,,,,,SAME,1,0.4,0.88,Clash,main
D. Day (France),D. Day,dday,D Day,1,1,main,main,D-Day,D-Day,SAME,0,,,,
Danger Adventurer at Work (WoW Software),Danger Adventurer at Work,dangeradventureratwork,Danger Adventurer at Work,1,1,main,main,Danger: Adventurer at Work,Danger: Adventurer at Work,SAME,0,,,,
Danger Adventurer at Work Two (WoW Software),Danger Adventurer at Work Two,dangeradventureratworktwo,Danger Adventurer at Work Two,1,1,main,main,Danger: Adventurer at Work Two,Danger: Adventurer at Work Two,SAME,0,,,,
Deathchase (Europe) (Unl),Deathchase,deathchase,Deathchase,1,1,main,main,Deathchase,Deathchase,SAME,0,,,,
Dedalos (France),Dedalos,dedalos,Dedalos,1,1,main,main,Dedalos,Dedalos,SAME,0,,,,
Defender (Spain),Defender,defender,Defender,0,0,,,,,SAME,1,0.3733333333333333,0.8485714285714285,Deadenders,main
Delirium Tremens (Europe) (Unl),Delirium Tremens,deliriumtremens,Delirium Tremens,0,0,,,,,SAME,1,0.23,0.6745726495726495,Deeper Warrens,main
Des Chiffres Et Des Lettres (France),Des Chiffres Et Des Lettres,deschiffresetdeslettres,Des Chiffres Et Des Lettres,1,0,main,,Des Chiffres et des Lettres,,WORSE,1,1.0,1.0,Des Chiffres et des Lettres,main
Dirk (Spain),Dirk,dirk,Dirk,1,1,main,main,Dirk,Dirk,SAME,0,,,,
Dive-Dive-Dive (Tynesoft),Dive-Dive-Dive,divedivedive,Dive Dive Dive,1,1,main,main,Dive-Dive-Dive,Dive-Dive-Dive,SAME,0,,,,
Donald's Alphabet Chase (Europe),Donald's Alphabet Chase,donaldsalphabetchase,Donald s Alphabet Chase,1,1,main,main,Donald's Alphabet Chase,Donald's Alphabet Chase,SAME,0,,,,
Draughts (Europe),Draughts,draughts,Draughts,1,1,main,main,Draughts,Draughts,SAME,0,,,,
Duel A Abilene (France) (Unl),Duel A Abilene,duelaabilene,Duel A Abilene,0,0,,,,,SAME,1,0.28,0.7517857142857144,Deadline,main
European Soccer Challenge (Europe),European Soccer Challenge,europeansoccerchallenge,European Soccer Challenge,1,1,main,main,European Soccer Challenge,European Soccer Challenge,SAME,0,,,,
Feliz Navidad (Spain),Feliz Navidad,feliznavidad,Feliz Navidad,0,0,,,,,SAME,1,0.20303030303030303,0.5888888888888889,Final Fight,main
Fire Land (Europe),Fire Land,fireland,Fire Land,1,1,main,main,Fire Land,Fire Land,SAME,0,,,,
First Past The Post (Europe),First Past The Post,firstpastthepost,First Past The Post,0,0,,,,,SAME,1,0.6016483516483516,0.9230769230769231,First Past the Post (Cult Games,main
Football Director (Europe),Football Director,footballdirector,Football Director,1,1,main,main,Football Director,Football Director,SAME,0,,,,
Frank (France),Frank,frank,Frank,0,0,,,,,SAME,1,0.3142857142857143,0.8114285714285714,Fire Ant,main
Fruit Bank Supernudge 2000 (Europe),Fruit Bank Supernudge 2000,fruitbanksupernudge2000,Fruit Bank Supernudge 2000,0,0,,,,,SAME,1,0.20753623188405798,0.6612867808519982,Fruit Machine Simulator 2,main
"Gerbil Riot Of 67, The (Europe)","Gerbil Riot Of 67, The",gerbilriotof67,Gerbil Riot Of 67 The,1,0,main,,The Gerbil Riot of '67,,WORSE,1,1.0,1.0,The Gerbil Riot of '67,main
Golf (Europe),Golf,golf,Golf,0,0,,,,,SAME,1,0.31999999999999995,0.8266666666666667,Gogly,main
Grand Prix (Europe),Grand Prix,grandprix,Grand Prix,1,1,main,main,Grand Prix,Grand Prix,SAME,0,,,,
Granny's Garden (Europe),Granny's Garden,grannysgarden,Granny s Garden,1,1,main,main,Granny's Garden,Granny's Garden,SAME,0,,,,
Graphic Adventure Creator (Europe),Graphic Adventure Creator,graphicadventurecreator,Graphic Adventure Creator,1,0,main,,The Graphic Adventure Creator,,WORSE,1,1.0,1.0,The Graphic Adventure Creator,main
Green Planet (Europe),Green Planet,greenplanet,Green Planet,0,0,,,,,SAME,1,0.32727272727272727,0.8672727272727273,Green Beret,main
Grue-Knapped! (Europe),Grue-Knapped!,grueknapped,Grue Knapped,1,1,main,main,Grue-Knapped,Grue-Knapped,SAME,0,,,,
H.E.R.O. (Europe) (Unl),H.E.R.O.,hero,H E R O,1,1,main,main,H.E.R.O.,H.E.R.O.,SAME,0,,,,
Hammerhead (Europe),Hammerhead,hammerhead,Hammerhead,1,0,main,,Hammer-Head,,WORSE,1,1.0,1.0,Hammer-Head,main
Having Fits Of Madness (Spain),Having Fits Of Madness,havingfitsofmadness,Having Fits Of Madness,1,0,main,,Having Fits of Madness,,WORSE,1,1.0,1.0,Having Fits of Madness,main
Hedge Hog (Europe),Hedge Hog,hedgehog,Hedge Hog,0,0,,,,,SAME,1,0.225,0.7666666666666667,H.E.R.O.,main
Heliot (France),Heliot,heliot,Heliot,1,1,main,main,Heliot,Heliot,SAME,0,,,,
Highway Patrol II - La Poursuite Infernale (Europe),Highway Patrol II - La Poursuite Infernale,highwaypatrol2lapoursuiteinfernale,Highway Patrol 2 La Poursuite Infernale,0,0,,,,,SAME,1,0.2573529411764706,0.8823529411764706,Highway Patrol II,main
Holdfast (Europe),Holdfast,holdfast,Holdfast,1,0,main,,Hold Fast,,WORSE,1,1.0,1.0,Hold Fast,main
iLogicAll (Europe) (Unl),iLogicAll,ilogicall,iLogicAll,1,1,main,main,iLogicAll,iLogicAll,SAME,0,,,,
Imaginario Colectivo (Europe) (Unl),Imaginario Colectivo,imaginariocolectivo,Imaginario Colectivo,1,1,main,main,Imaginario Colectivo,Imaginario Colectivo,SAME,0,,,,
Inteligencia (Spain),Inteligencia,inteligencia,Inteligencia,0,0,,,,,SAME,1,0.2714285714285714,0.8333333333333334,Interieur,main
Iron Sphere (Europe) (Unl),Iron Sphere,ironsphere,Iron Sphere,1,1,main,main,Iron Sphere,Iron Sphere,SAME,0,,,,
Jackson City (Spain),Jackson City,jacksoncity,Jackson City,1,1,main,main,Jackson City,Jackson City,SAME,0,,,,
James Debug - Le Mystere De Paris (France),James Debug - Le Mystere De Paris,jamesdebuglemysteredeparis,James Debug Le Mystere De Paris,0,0,,,,,SAME,1,0.3904923599320883,0.9311207609594707,James Debug: Le Mystère de l'ile Perdue,main
Jet Set Willy 2+ (CPC+) (Europe) (Unl),Jet Set Willy 2+,jetsetwilly2,Jet Set Willy 2,0,0,,,,,SAME,1,0.4702898550724638,0.9833333333333333,Jet Set Willy,main
Jetpac (Europe) (Unl),Jetpac,jetpac,Jetpac,0,0,,,,,SAME,1,0.26737967914438504,0.8338383838383838,Jet-Boot Jack,main
Justin (Europe) (Unl),Justin,justin,Justin,1,1,main,main,Justin,Justin,SAME,0,,,,
K.Y.A. (Spain),K.Y.A.,kya,K Y A,1,1,main,main,K.Y.A.,K.Y.A.,SAME,0,,,,
Kaiser (Europe),Kaiser,kaiser,Kaiser,1,1,main,main,Kaiser,Kaiser,SAME,0,,,,
Kar 3000 (Spain) (Unl),Kar 3000,kar3000,Kar 3000,0,0,,,,,SAME,1,0.45499999999999996,0.9708333333333333,Kart 3000,main
Knights & Demons (Europe) (Unl),Knights & Demons,knightsdemons,Knights Demons,1,1,main,main,Knights & Demons,Knights & Demons,SAME,0,,,,
Kristax (Europe),Kristax,kristax,Kristax,0,0,,,,,SAME,1,0.4285714285714286,0.9428571428571428,Kristal,main
La Guerra De Gamber (Spain) (Unl),La Guerra De Gamber,guerradegamber,La Guerra De Gamber,1,0,main,,La Guerra de Gamber,,WORSE,1,1.0,1.0,La Guerra de Gamber,main
La Mansion Del Conde Dracula (Spain) (Unl),La Mansion Del Conde Dracula,mansiondelcondedracula,La Mansion Del Conde Dracula,0,0,,,,,SAME,1,0.2488038277511962,0.6262626262626263,Missions en Rafale,main
Labyrinthe (France),Labyrinthe,labyrinthe,Labyrinthe,0,0,,,,,SAME,1,0.3732441471571907,0.9184615384615384,Labyrinth Hall,main
Laser Base (Europe),Laser Base,laserbase,Laser Base,0,0,,,,,SAME,1,0.34509803921568627,0.8833333333333333,Laser Boy,main
Laser Blast (Europe),Laser Blast,laserblast,Laser Blast,0,0,,,,,SAME,1,0.31999999999999995,0.87,Laser Boy,main
Laser Squad - Kit 1 (Europe),Laser Squad - Kit 1,lasersquadkit,Laser Squad Kit,0,0,,,,,SAME,1,0.41471571906354515,0.9538461538461538,Laser Squad,main
"Last Race, The (Europe) (Unl)","Last Race, The",lastrace,Last Race The,1,0,main,,The Last Race,,WORSE,1,1.0,1.0,The Last Race,main
League Football (Europe),League Football,leaguefootball,League Football,1,1,main,main,League Football,League Football,SAME,0,,,,
Lee Enfield - An Amazon Adventure (Europe),Lee Enfield - An Amazon Adventure,leeenfieldanamazonadventure,Lee Enfield An Amazon Adventure,0,0,,,,,SAME,1,0.47549261083743843,0.9417624521072796,Lee Enfield in An Amazon Adventure,main
Lee Enfield - Space  Ace (Europe),Lee Enfield - Space  Ace,leeenfieldspaceace,Lee Enfield Space Ace,1,1,main,main,Lee Enfield: Space Ace,Lee Enfield: Space Ace,SAME,0,,,,
L'Hepiss (France),L'Hepiss,hepiss,L Hepiss,0,0,,,,,SAME,1,0.3,0.7999999999999999,Hypsys,main
Life (Europe) (Unl),Life,life,Life,0,0,,,,,SAME,1,0.3,0.9,Life-Term,main
Lords (Europe),Lords,lords,Lords,0,0,,,,,SAME,1,0.3,0.8133333333333334,Lorna,main
"Lost Phirious, The (Wow Software)","Lost Phirious, The",lostphirious,Lost Phirious The,0,0,,,,,SAME,1,0.27350427350427353,0.888888888888889,The Lost Phirious Part 1: The Casiopia,main
Magic Clock (Europe),Magic Clock,magicclock,Magic Clock,1,1,main,main,Magic Clock,Magic Clock,SAME,0,,,,
Magical Drop CPC (Europe) (Unl),Magical Drop CPC,magicaldropcpc,Magical Drop CPC,0,0,,,,,SAME,1,0.42114285714285715,0.9571428571428571,Magical Drop,main
"Maitre des Ames, Le (France)","Maitre des Ames, Le",maitredesames,Maitre des Ames Le,1,0,main,,Le Maître des Âmes,,WORSE,1,1.0,1.0,Le Maître des Âmes,main
